Country or Area,Year,Reference Date,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,1982,1-Mar-82,Total,Female,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,2019000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,898000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1982,281000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,55 - 64,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,65 - 74,Total,Estimate - de jure,"Final figure, complete",1982,8927000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1982,470000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,65 - 74,Married,Estimate - de jure,"Final figure, complete",1982,4465000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,3419000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,458000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1982,115000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,65 - 74,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,75 +,Total,Estimate - de jure,"Final figure, complete",1982,5993000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1982,365000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,75 +,Married,Estimate - de jure,"Final figure, complete",1982,1393000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,4104000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,110000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1982,21000,"3,4"
United States of America,1982,1-Mar-82,Total,Female,75 +,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Unknown,Total,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Unknown,Married,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Total,Female,Unknown,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,Total,Total,Estimate - de jure,"Final figure, complete",1982,74491000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,Total,Single (never married),Estimate - de jure,"Final figure, complete",1982,35418000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,Total,Married,Estimate - de jure,"Final figure, complete",1982,33355000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,1212000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,3365000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,Total,Married but separated,Estimate - de jure,"Final figure, complete",1982,1142000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,Total,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,0 - 14,Total,Estimate - de jure,"Final figure, complete",1982,17331000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,0 - 14,Single (never married),Estimate - de jure,"Final figure, complete",1982,17331000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,0 - 14,Married,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,0 - 14,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,0 - 14,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,0 - 14,Married but separated,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,0 - 14,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,15 - 19,Total,Estimate - de jure,"Final figure, complete",1982,6604000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,15 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1982,6464000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,15 - 19,Married,Estimate - de jure,"Final figure, complete",1982,123000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,15 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,1000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,15 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,2000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,15 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1982,13000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,15 - 19,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,20 - 24,Total,Estimate - de jure,"Final figure, complete",1982,7285000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1982,5547000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,20 - 24,Married,Estimate - de jure,"Final figure, complete",1982,1593000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,73000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1982,72000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,25 - 29,Total,Estimate - de jure,"Final figure, complete",1982,7058000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1982,2839000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,25 - 29,Married,Estimate - de jure,"Final figure, complete",1982,3653000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,2000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,395000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1982,170000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,30 - 34,Total,Estimate - de jure,"Final figure, complete",1982,6430000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1982,1264000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,30 - 34,Married,Estimate - de jure,"Final figure, complete",1982,4328000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,10000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,634000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1982,193000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,35 - 39,Total,Estimate - de jure,"Final figure, complete",1982,5074000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1982,591000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,35 - 39,Married,Estimate - de jure,"Final figure, complete",1982,3786000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,7000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,569000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1982,120000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,40 - 44,Total,Estimate - de jure,"Final figure, complete",1982,4069000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1982,310000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,40 - 44,Married,Estimate - de jure,"Final figure, complete",1982,3212000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,22000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,400000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1982,125000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,45 - 54,Total,Estimate - de jure,"Final figure, complete",1982,7328000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1982,419000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,45 - 54,Married,Estimate - de jure,"Final figure, complete",1982,5924000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,110000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,680000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1982,196000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,45 - 54,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,55 - 64,Total,Estimate - de jure,"Final figure, complete",1982,6924000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1982,342000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,55 - 64,Married,Estimate - de jure,"Final figure, complete",1982,5792000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,242000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,393000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1982,154000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,55 - 64,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,65 - 74,Total,Estimate - de jure,"Final figure, complete",1982,4264000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1982,232000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,65 - 74,Married,Estimate - de jure,"Final figure, complete",1982,3460000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,334000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,162000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1982,76000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,65 - 74,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,75 +,Total,Estimate - de jure,"Final figure, complete",1982,2125000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1982,78000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,75 +,Married,Estimate - de jure,"Final figure, complete",1982,1483000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1982,483000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1982,58000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1982,23000,"3,4"
United States of America,1982,1-Mar-82,Urban,Male,75 +,Unknown,Estimate - de jure,"Final figure, complete",1982,0,"3,4"
